# DEPTH(m)    AC_TDR_CORRECTED(us/ft)    RHO_TDR_CORRECTED(kg/m3)
2980.7998 78.400188 2365.729763
2980.8999 78.003050 2370.239495
2981.0000 77.738297 2374.023925
2981.0999 77.517936 2377.241518
2981.2000 77.361488 2379.621366
2981.2998 77.313913 2381.198612
2981.3999 77.487302 2381.198612
2981.5000 77.650901 2381.198612
2981.5999 78.089291 2379.253412
2981.7000 78.759637 2375.677317
2981.7998 79.529882 2371.390416
2981.8999 80.351091 2366.737066
2982.0000 81.252433 2361.538111
2982.0999 82.422618 2354.588418
2982.2000 84.224759 2343.666675
2982.2998 87.075823 2326.500343
2982.3999 91.203852 2302.444481
2982.5000 96.333939 2274.051472
2982.5999 101.603918 2246.559562
2982.7000 105.835853 2225.640244
2982.7998 105.868737 2225.640244
2982.8999 105.891585 2225.640244
2983.0000 103.165416 2239.207243
2983.0999 97.142190 2270.582268
2983.2000 90.288919 2309.070222
2983.2998 84.063623 2346.982135
2983.3999 79.452290 2377.085544
2983.5000 76.806866 2395.105106
2983.5999 76.254434 2398.674209
2983.7000 76.137958 2399.092932
2983.7998 75.838481 2400.742986
2983.8999 75.760968 2400.742986
2984.0000 75.458288 2402.277211
2984.0999 75.360650 2402.277211
2984.2000 75.252969 2402.277211
2984.2998 75.502311 2399.661275
2984.3999 76.923618 2388.774799
2984.5000 78.763682 2375.224593
2984.5999 80.561839 2362.260429
2984.7000 81.859402 2352.871723
2984.7998 81.754962 2352.871723
2984.8999 81.658743 2352.871723
2985.0000 81.355963 2354.232949
2985.0999 80.096856 2361.866301
2985.2000 78.699330 2370.580465
2985.2998 77.452419 2378.463953
2985.3999 76.663085 2383.357853
2985.5000 76.594225 2383.357853
2985.5999 76.530015 2383.357853
2985.7000 77.068386 2379.267035
2985.7998 77.703360 2374.590154
2985.8999 78.239911 2370.647351
2986.0000 78.551971 2368.258706
2986.0999 78.659657 2367.268087
2986.2000 78.817925 2365.974764
2986.2998 79.472784 2361.446259
2986.3999 81.067221 2350.923839
2986.5000 83.714200 2334.100157
2986.5999 87.046783 2313.809316
2986.7000 90.357947 2294.518565
2986.7998 92.521692 2282.335451
2986.8999 92.517014 2282.335451
2987.0000 92.516913 2282.335451
2987.0999 89.677393 2298.346974
2987.2000 85.776453 2321.311156
2987.2998 81.650084 2346.931244
2987.3999 77.972291 2371.048863
2987.5000 75.178109 2390.292025
2987.5999 73.413486 2402.949531
2987.7000 72.952443 2406.491113
2987.7998 72.988959 2406.491113
2987.8999 73.030051 2406.491113
2988.0000 73.850789 2400.935388
2988.0999 74.889063 2393.944702
2988.2000 76.017917 2386.459548
2988.2998 77.118317 2379.314718
2988.3999 78.109295 2373.041368
2988.5000 78.946521 2367.872850
2988.5999 79.623971 2363.688610
2988.7000 80.243509 2359.887501
2988.7998 80.900429 2355.857369
2988.8999 81.634751 2351.347443
2989.0000 82.368522 2346.867637
2989.0999 82.644660 2345.305628
2989.2000 82.672197 2345.305628
2989.2998 82.697123 2345.305628
2989.3999 81.432450 2353.535716
2989.5000 79.499208 2366.306049
2989.5999 77.397345 2380.562988
2989.7000 76.722882 2385.292323
2989.7998 76.734813 2385.292323
2989.8999 76.744146 2385.292323
2990.0000 79.584890 2366.133752
2990.0999 83.524027 2340.757292
2990.2000 87.756562 2314.924503
2990.2998 91.315499 2294.251598
2990.3999 91.608838 2292.568175
2990.5000 91.602568 2292.568175
2990.5999 91.593704 2292.568175
2990.7000 88.108239 2312.655440
2990.7998 83.698182 2339.390719
2990.8999 79.221526 2368.172193
2991.0000 75.478243 2393.621696
2991.0999 72.899377 2411.914798
2991.2000 71.990911 2418.404221
2991.2998 71.963860 2418.404221
2991.3999 71.934210 2418.404221
2991.5000 73.506913 2406.685829
2991.5999 75.709047 2390.815123
2991.7000 78.200580 2373.485286
2991.7998 80.585534 2357.441873
2991.8999 82.536890 2344.646827
2992.0000 83.793579 2336.476611
2992.0999 83.791712 2336.190549
2992.2000 83.741245 2336.190549
2992.2998 83.697739 2336.190549
2992.3999 83.203068 2339.084102
2992.5000 82.778115 2341.561547
2992.5999 82.429868 2343.571930
2992.7000 82.103296 2345.457790
2992.7998 81.710413 2347.778030
2992.8999 81.201205 2350.859689
2993.0000 80.617632 2354.446198
2993.0999 79.989761 2358.353425
2993.2000 79.269565 2362.904880
2993.2998 78.292057 2369.218055
2993.3999 76.930223 2378.226011
2993.5000 75.303029 2389.254501
2993.5999 73.807534 2399.611519
2993.7000 73.785714 2399.611519
2993.7998 73.764580 2399.611519
2993.8999 74.869120 2391.681233
2994.0000 77.716306 2372.047424
2994.0999 81.569187 2346.759526
2994.2000 86.109743 2318.633364
2994.2998 90.857983 2290.947284
2994.3999 95.195898 2267.032362
2994.5000 98.427463 2249.982481
2994.5999 98.411720 2249.982481
2994.7000 98.396652 2249.982481
2994.7998 97.866266 2252.648476
2994.8999 94.916555 2268.124985
2995.0000 91.715500 2285.550090
2995.0999 89.126132 2300.138021
2995.2000 89.114441 2300.138021
2995.2998 89.103429 2300.138021
2995.3999 89.788093 2296.157850
2995.5000 91.955416 2283.909407
2995.5999 93.502425 2275.351787
2995.7000 93.494109 2275.351787
2995.7998 93.483998 2275.351787
2995.8999 91.073323 2288.422913
2996.0000 87.799720 2306.835487
2996.0999 84.485997 2326.281192
2996.2000 81.831099 2342.430184
2996.2998 81.595043 2343.647724
2996.3999 81.555808 2343.647724
2996.5000 81.520342 2343.647724
2996.5999 84.471735 2325.174836
2996.7000 88.903954 2298.857171
2996.7998 94.530005 2267.546210
2996.8999 100.730878 2235.401268
2997.0000 106.439548 2207.730827
2997.0999 108.645058 2197.458910
2997.2000 108.636394 2197.458910
2997.2998 108.631552 2197.458910
2997.3999 103.039532 2223.824202
2997.5000 95.693338 2261.037906
2997.5999 88.161965 2302.681548
2997.7000 81.837418 2340.851469
2997.7998 77.649684 2368.005868
2997.8999 77.667771 2368.005868
2998.0000 77.689713 2368.005868
2998.0999 79.610457 2355.565726
2998.2000 83.706026 2329.934987
2998.2998 88.353399 2302.461824
2998.3999 92.739594 2277.985535
2998.5000 95.984672 2260.758195
2998.5999 96.029533 2260.758195
2998.7000 96.078219 2260.758195
2998.7998 94.714699 2268.291252
2998.8999 91.472001 2286.341947
2999.0000 87.882215 2307.179936
2999.0999 84.590193 2327.207201
2999.2000 82.064249 2343.268875
2999.2998 80.455138 2353.813194
2999.3999 79.651985 2359.279802
2999.5000 79.679396 2359.345108
2999.5999 79.709276 2359.384296
2999.7000 79.597664 2360.338880
2999.7998 79.630543 2360.338880
2999.8999 79.562931 2360.987266
3000.0000 79.205872 2363.530443
3000.0999 78.810289 2366.332562
3000.2000 78.696214 2367.268087
3000.2998 78.721634 2367.268087
3000.3999 78.745562 2367.268087
3000.5000 80.355032 2356.843811
3000.5999 83.601986 2336.339777
3000.7000 88.738447 2305.559180
3000.7998 95.438408 2268.232247
3000.8999 102.813877 2230.392962
3001.0000 109.620876 2198.104818
3001.0999 114.751367 2175.253558
3001.2000 116.687366 2166.962064
3001.2998 116.697867 2166.962064
3001.3999 116.706876 2166.962064
3001.5000 113.796405 2179.599968
3001.5999 109.867433 2197.243818
3001.7000 105.270968 2218.813952
3001.7998 100.331010 2243.218338
3001.8999 95.414560 2268.892465
3002.0000 91.005618 2293.213607
3002.0999 87.605183 2312.885985
3002.2000 86.545255 2319.178476
3002.2998 86.540837 2319.178476
3002.3999 86.534928 2319.178476
3002.5000 88.847779 2305.466072
3002.5999 91.689495 2289.034456
3002.7000 94.519237 2273.215577
3002.7998 96.930329 2260.151869
3002.8999 98.775756 2250.384468
3003.0000 100.152480 2243.218338
3003.0999 101.292567 2237.370325
3003.2000 102.362992 2231.963784
3003.2998 102.722757 2230.131695
3003.3999 102.715856 2230.131695
3003.5000 102.713285 2230.131695
3003.5999 100.366055 2241.860451
3003.7000 96.469163 2262.052649
3003.7998 91.545599 2288.939024
3003.8999 86.492370 2318.304212
3004.0000 82.268505 2344.406342
3004.0999 79.475958 2362.569393
3004.2000 78.190749 2371.283236
3004.2998 78.222858 2371.283236
3004.3999 78.259301 2371.283236
3004.5000 78.656140 2368.904720
3004.5999 78.958276 2367.195037
3004.7000 79.103750 2366.557980
3004.7998 79.157531 2366.557980
3004.8999 79.215646 2366.557980
3005.0000 78.978190 2368.551634
3005.0999 78.629009 2371.330124
3005.2000 78.700166 2371.330124
3005.2998 78.775619 2371.330124
3005.3999 78.961407 2370.620596
3005.5000 79.846655 2365.293048
3005.5999 80.861158 2359.207975
3005.7000 81.766998 2353.929396
3005.7998 82.412123 2350.404481
3005.8999 82.545583 2350.199460
3006.0000 82.658022 2350.199460
3006.0999 82.871049 2350.199460
3006.2000 82.855195 2351.797139
3006.2998 82.839208 2353.290638
3006.3999 82.967195 2353.748650
3006.5000 83.149427 2353.748650
3006.5999 83.314436 2353.748650
3006.7000 83.615404 2352.762222
3006.7998 83.794282 2352.453180
3006.8999 83.908133 2352.453180
3007.0000 84.005102 2352.453180
3007.0999 83.870932 2353.832559
3007.2000 83.684722 2355.442642
3007.2998 83.540464 2356.674931
3007.3999 83.534180 2356.902284
3007.5000 83.507885 2357.149248
3007.5999 83.494538 2357.201257
3007.7000 83.442149 2357.396341
3007.7998 83.044756 2359.730600
3007.8999 82.365336 2363.820458
3008.0000 81.650778 2368.065738
3008.0999 81.560253 2368.065738
3008.2000 81.452686 2368.065738
3008.2998 82.040157 2363.352567
3008.3999 83.014601 2356.058383
3008.5000 83.914780 2349.239618
3008.5999 83.883076 2348.320010
3008.7000 83.690331 2348.320010
3008.7998 83.480667 2348.320010
3008.8999 82.365975 2354.019796
3009.0000 81.109891 2360.600747
3009.0999 79.872009 2367.042330
3009.2000 79.357086 2368.618234
3009.2998 79.062286 2368.618234
3009.3999 78.750459 2368.618234
3009.5000 80.271111 2356.454179
3009.5999 83.164051 2335.886023
3009.7000 87.319349 2308.132890
3009.7998 91.664587 2277.087694
3009.8999 95.894280 2248.203621
3010.0000 98.970483 2227.086684
3010.0999 97.921111 2227.086684
3010.2000 96.959026 2227.086684
3010.2998 93.517580 2239.831301
3010.3999 87.182349 2268.677654
3010.5000 80.200283 2303.712180
3010.5999 73.815205 2338.440235
3010.7000 68.969416 2366.233146
3010.7998 66.113046 2382.534131
3010.8999 65.761891 2382.534131
3011.0000 65.497556 2382.534131
3011.0999 66.346772 2375.548889
3011.2000 67.408277 2367.832951
3011.2998 68.543983 2360.325791
3011.3999 70.064905 2351.020079
3011.5000 72.499300 2336.725503
3011.5999 76.322811 2315.055179
3011.7000 81.736610 2285.895662
3011.7998 88.461393 2252.104696
3011.8999 95.817391 2218.055516
3012.0000 102.894517 2188.075277
3012.0999 108.879323 2164.998696
3012.2000 113.251416 2150.011002
3012.2998 115.024275 2146.320768
3012.3999 115.981349 2146.320768
3012.5000 117.027206 2146.320768
3012.5999 115.939306 2155.450509
3012.7000 113.760694 2169.810015
3012.7998 110.509629 2189.844219
3012.8999 106.374780 2215.444532
3013.0000 101.797367 2245.318982
3013.0999 96.923754 2277.328404
3013.2000 91.784635 2308.706780
3013.2998 87.620778 2335.985438
3013.3999 84.755565 2356.324373
3013.5000 83.270475 2368.178848
3013.5999 83.569695 2368.178848
3013.7000 83.849543 2368.178848
3013.7998 84.103909 2368.218775
3013.8999 84.344919 2368.218775
3014.0000 84.566907 2368.218775
3014.0999 83.321301 2377.954223
3014.2000 80.993324 2395.323436
3014.2998 77.723912 2420.136694
3014.3999 73.850146 2450.890935
3014.5000 69.945211 2483.805595
3014.5999 66.599780 2513.836683
3014.7000 64.215977 2536.489867
3014.7998 62.923789 2549.399645
3014.8999 62.971246 2549.399645
3015.0000 62.999389 2549.399645
3015.0999 63.864132 2541.229978
3015.2000 65.151504 2529.087241
3015.2998 66.862539 2513.245118
3015.3999 69.113219 2493.054237
3015.5000 71.905440 2469.029098
3015.5999 75.043358 2443.271347
3015.7000 78.165904 2418.773887
3015.7998 80.852162 2398.404716
3015.8999 82.806065 2383.742744
3016.0000 83.941363 2374.880271
3016.0999 84.420456 2370.419978
3016.2000 84.542177 2368.245395
3016.2998 84.573658 2366.551349
3016.3999 84.606784 2364.724600
3016.5000 84.590160 2363.102336
3016.5999 84.469428 2362.043618
3016.7000 84.168324 2362.043618
3016.7998 83.848027 2362.043618
3016.8999 83.393376 2362.799603
3017.0000 82.678954 2363.853425
3017.0999 81.752015 2365.048400
3017.2000 80.903010 2365.994635
3017.2998 80.172325 2366.425368
3017.3999 79.505634 2366.697263
3017.5000 78.795059 2367.520532
3017.5999 77.915097 2369.745190
3017.7000 76.756162 2374.124987
3017.7998 75.447448 2379.839548
3017.8999 75.021727 2379.839548
3018.0000 74.635422 2379.839548
3018.0999 75.978531 2368.458410
3018.2000 79.619666 2342.884026
3018.2998 85.269922 2306.993084
3018.3999 92.347172 2266.225298
3018.5000 99.828138 2227.037741
3018.5999 106.632317 2194.266260
3018.7000 111.786523 2170.993224
3018.7998 112.446749 2167.876508
3018.8999 112.420970 2167.876508
3019.0000 112.435206 2167.876508
3019.0999 108.048455 2187.300812
3019.2000 102.275732 2214.358768
3019.2998 95.882929 2246.539113
3019.3999 89.588119 2280.882702
3019.5000 84.128626 2313.294154
3019.5999 80.050946 2339.666220
3019.7000 77.584293 2357.285783
3019.7998 77.332460 2361.111806
3019.8999 77.706621 2361.111806
3020.0000 78.121398 2361.111806
3020.0999 79.447789 2355.429687
3020.2000 80.643206 2350.911008
3020.2998 81.602344 2348.192429
3020.3999 82.410476 2346.702301
3020.5000 83.054898 2345.622689
3020.5999 83.546676 2344.513912
3020.7000 83.876576 2344.305122
3020.7998 84.153612 2344.305122
3020.8999 84.410920 2344.305122
3021.0000 84.114855 2347.695194
3021.0999 83.410808 2353.606683
3021.2000 82.380017 2361.603731
3021.2998 81.237410 2370.353125
3021.3999 80.246076 2378.103687
3021.5000 80.290221 2378.749640
3021.5999 80.409482 2378.749640
3021.7000 80.508999 2378.749640
3021.7998 81.722750 2371.095728
3021.8999 83.078773 2362.497064
3022.0000 84.225128 2355.280738
3022.0999 84.747698 2352.041439
3022.2000 84.748523 2352.041439
3022.2998 84.729632 2352.041439
3022.3999 84.040012 2356.246507
3022.5000 83.234577 2361.118362
3022.5999 82.471455 2365.630474
3022.7000 81.827588 2369.258070
3022.7998 81.321055 2371.859614
3022.8999 80.945793 2373.458370
3023.0000 80.657568 2374.340660
3023.0999 80.387754 2374.968015
3023.2000 80.191196 2374.968015
3023.2998 79.975020 2374.968015
3023.3999 79.918116 2373.761262
3023.5000 80.362100 2369.071362
3023.5999 81.158595 2361.977937
3023.7000 82.148345 2353.613135
3023.7998 83.103527 2345.489497
3023.8999 83.860981 2338.615179
3024.0000 84.381174 2333.178894
3024.0999 84.753977 2328.587445
3024.2000 84.836481 2323.907590
3024.2998 84.752654 2318.675273
3024.3999 84.803893 2313.104814
3024.5000 85.003011 2307.127376
3024.5999 85.622108 2299.207184
3024.7000 87.071366 2287.140769
3024.7998 89.717023 2269.279380
3024.8999 93.752786 2245.303688
3025.0000 98.997938 2217.044686
3025.0999 104.877728 2187.936399
3025.2000 110.580679 2161.675789
3025.2998 115.282860 2141.195916
3025.3999 118.492145 2127.688716
3025.5000 119.104331 2124.784778
3025.5999 119.036814 2124.784778
3025.7000 119.037459 2124.784778
3025.7998 117.086162 2132.672913
3025.8999 114.668970 2142.859727
3026.0000 112.161190 2153.952649
3026.0999 109.923367 2164.480592
3026.2000 108.225705 2173.222093
3026.2998 107.183931 2179.551630
3026.3999 106.712262 2183.741639
3026.5000 106.627516 2186.550041
3026.5999 106.767386 2188.671608
3026.7000 107.080417 2190.330356
3026.7998 107.604167 2191.349394
3026.8999 108.350021 2191.674541
3027.0000 109.198309 2191.850764
3027.0999 109.650667 2193.217760
3027.2000 109.027378 2197.454332
3027.2998 107.549141 2205.552750
3027.3999 105.271335 2217.556999
3027.5000 102.422333 2232.657098
3027.5999 99.302502 2249.611733
3027.7000 96.229092 2266.914687
3027.7998 93.547007 2282.661988
3027.8999 91.456353 2295.519654
3028.0000 89.977410 2305.105457
3028.0999 88.995701 2311.875984
3028.2000 88.320411 2316.840818
3028.2998 87.724479 2321.305135
3028.3999 86.945978 2326.847544
3028.5000 85.862093 2334.267292
3028.5999 84.578504 2342.984939
3028.7000 83.354336 2351.405237
3028.7998 82.465557 2357.708645
3028.8999 82.176208 2360.077158
3029.0000 82.237381 2360.077158
3029.0999 82.219914 2360.509077
3029.2000 82.255866 2360.509077
3029.2998 82.279240 2360.509077
3029.3999 81.528044 2365.524589
3029.5000 80.303276 2373.687204
3029.5999 78.842929 2383.522768
3029.7000 77.407003 2393.305923
3029.7998 76.248529 2401.220568
3029.8999 75.499485 2406.217201
3030.0000 75.434775 2406.217201
3030.0999 75.357550 2406.217201
3030.2000 75.639745 2403.543958
3030.2998 76.294423 2398.149547
3030.3999 77.146533 2391.345779
3030.5000 78.087881 2383.935307
3030.5999 78.989602 2376.977070
3030.7000 79.869390 2371.283236
3030.7998 80.511136 2367.407579
3030.8999 80.566635 2367.407579
3031.0000 80.616962 2367.407579
3031.0999 80.640986 2367.547112
3031.2000 80.350759 2369.745190
3031.2998 80.104267 2371.624957
3031.3999 79.961528 2372.779248
3031.5000 79.949577 2373.021200
3031.5999 79.960350 2373.074984
3031.7000 79.964871 2373.135498
3031.7998 79.953142 2373.270001
3031.8999 79.956164 2373.270001
3032.0000 79.953936 2373.270001
3032.0999 80.038458 2372.651601
3032.2000 80.159728 2371.752328
3032.2998 80.141760 2371.752328
3032.3999 80.118544 2371.752328
3032.5000 79.945038 2372.725498
3032.5999 79.651309 2374.475505
3032.7000 79.248328 2376.936399
3032.7998 78.699122 2380.371784
3032.8999 77.950668 2385.168171
3033.0000 76.961884 2391.653270
3033.0999 75.754904 2399.739475
3033.2000 74.463671 2408.535948
3033.2998 73.278227 2416.677932
3033.3999 72.395535 2422.657607
3033.5000 72.314474 2422.657607
3033.5999 72.228242 2422.657607
3033.7000 72.701758 2418.463349
3033.7998 73.757076 2410.022630
3033.8999 75.320146 2398.078691
3034.0000 77.586807 2381.547540
3034.0999 80.761324 2359.567218
3034.2000 84.856589 2332.814600
3034.2998 89.586668 2303.787542
3034.3999 94.456500 2275.689715
3034.5000 98.671225 2252.254817
3034.5999 101.477063 2236.604661
3034.7000 101.222631 2236.604661
3034.7998 100.984414 2236.604661
3034.8999 98.220295 2249.498510
3035.0000 94.022967 2270.517574
3035.0999 89.564957 2294.126688
3035.2000 85.890060 2314.443694
3035.2998 84.753338 2320.288650
3035.3999 84.611715 2320.288650
3035.5000 84.486002 2320.288650
3035.5999 85.959528 2310.874072
3035.7000 85.866166 2310.874072
3035.7998 85.788939 2310.874072
3035.8999 84.478811 2318.286265
3036.0000 81.143714 2338.396509
3036.0999 77.342775 2362.569393
3036.2000 74.122948 2384.141710
3036.2998 74.126216 2384.141710
3036.3999 74.145584 2384.141710
3036.5000 75.303103 2376.482474
3036.5999 79.289699 2350.558305
3036.7000 83.926408 2322.148882
3036.7998 88.151171 2297.820175
3036.8999 90.008033 2287.873783
3037.0000 90.124168 2287.873783
3037.0999 90.256300 2287.873783
3037.2000 87.291544 2305.646486
3037.2998 83.770802 2327.609858
3037.3999 80.643159 2348.249836
3037.5000 78.595910 2362.786445
3037.5999 78.249577 2366.478409
3037.7000 78.478356 2366.478409
3037.7998 78.723110 2366.478409
3037.8999 79.543962 2362.779867
3038.0000 80.150904 2360.607296
3038.0999 80.379568 2360.607296
3038.2000 80.571143 2360.607296
3038.2998 80.256205 2363.866613
3038.3999 79.721843 2368.538315
3038.5000 79.082297 2373.895943
3038.5999 78.429159 2379.335155
3038.7000 77.798587 2384.609888
3038.7998 77.189529 2389.720760
3038.8999 76.611047 2394.598402
3039.0000 76.120303 2398.830300
3039.0999 75.794018 2401.848562
3039.2000 75.643300 2403.551124
3039.2998 75.720122 2403.551124
3039.3999 75.786519 2403.551124
3039.5000 76.058577 2402.005689
3039.5999 76.669146 2397.986594
3039.7000 77.560282 2391.960959
3039.7998 78.587983 2384.995792
3039.8999 79.531260 2378.633984
3040.0000 80.161120 2374.394594
3040.0999 80.154542 2374.394594
3040.2000 80.137532 2374.394594
3040.2998 79.778113 2376.638251
3040.3999 79.378270 2379.096777
3040.5000 79.024931 2381.178094
3040.5999 78.698207 2383.014462
3040.7000 78.332051 2385.057841
3040.7998 77.913512 2387.400930
3040.8999 77.488549 2389.727723
3041.0000 77.288011 2390.424489
3041.0999 77.177141 2390.424489
3041.2000 77.055838 2390.424489
3041.2998 77.295179 2387.844577
3041.3999 77.602096 2384.740785
3041.5000 77.854360 2381.958371
3041.5999 77.972344 2380.037361
3041.7000 77.798895 2380.037361
3041.7998 77.615115 2380.037361
3041.8999 77.365120 2380.419578
3042.0000 77.173430 2380.460548
3042.0999 77.002220 2380.460548
3042.2000 76.838024 2380.460548
3042.2998 76.697913 2380.344475
3042.3999 76.547811 2380.344475
3042.5000 76.404501 2380.344475
3042.5999 75.948348 2382.534131
3042.7000 75.819209 2382.534131
3042.7998 75.697138 2382.534131
3042.8999 75.752075 2381.369623
3043.0000 77.278857 2370.313017
3043.0999 79.772762 2353.277743
3043.2000 82.936680 2332.728199
3043.2998 86.325648 2311.758000
3043.3999 89.646625 2292.121434
3043.5000 92.817500 2274.143841
3043.5999 95.972461 2256.970168
3043.7000 99.245436 2239.866556
3043.7998 102.549444 2223.275494
3043.8999 105.550461 2208.734672
3044.0000 107.844427 2197.916903
3044.0999 108.959446 2192.696713
3044.2000 108.935479 2192.696713
3044.2998 108.918526 2192.696713
3044.3999 108.458582 2194.739131
3044.5000 108.455641 2194.739131
3044.5999 108.459717 2194.739131
3044.7000 110.413807 2185.987807
3044.7998 113.687894 2171.704701
3044.8999 117.939989 2153.836689
3045.0000 122.416141 2135.817882
3045.0999 126.097274 2121.597073
3045.2000 126.071142 2121.597073
3045.2998 125.951789 2121.597073
3045.3999 124.272104 2127.665344
3045.5000 119.349663 2146.870453
3045.5999 113.559726 2170.734794
3045.7000 108.209191 2194.030015
3045.7998 105.359087 2206.827444
3045.8999 105.295377 2206.827444
3046.0000 105.240981 2206.827444
3046.0999 108.949042 2189.619337
3046.2000 113.555506 2169.230344
3046.2998 117.638376 2151.948453
3046.3999 117.621642 2151.948453
3046.5000 117.614291 2151.948453
3046.5999 116.076350 2158.344751
3046.7000 110.247812 2183.497703
3046.7998 102.666658 2218.568999
3046.8999 94.274898 2260.958725
3047.0000 86.214592 2305.856087
3047.0999 79.526650 2346.848557
3047.2000 74.840110 2378.035743
3047.2998 72.646930 2393.649775
3047.3999 72.724145 2393.649775
3047.5000 72.810885 2393.649775
3047.5999 74.711941 2381.143901
3047.7000 77.003400 2366.425368
3047.7998 79.325195 2352.015717
3047.8999 81.495385 2339.040316
3048.0000 83.315170 2328.611911
3048.0999 84.612224 2321.606297
3048.2000 84.810681 2321.329220
3048.2998 84.948965 2321.329220
3048.3999 85.059555 2321.329220
3048.5000 84.446720 2325.672978
3048.5999 83.754228 2330.511945
3048.7000 83.073184 2335.296180
3048.7998 82.392551 2340.092313
3048.8999 81.637371 2345.375363
3049.0000 80.842760 2350.936669
3049.0999 80.914521 2350.936669
3049.2000 80.980730 2350.936669
3049.2998 81.465363 2348.224321
3049.3999 83.825450 2333.747512
3049.5000 87.379064 2312.566799
3049.5999 91.807077 2287.364465
3049.7000 96.644538 2261.280814
3049.7998 101.276438 2237.620826
3049.8999 105.022791 2219.361984
3050.0000 105.044629 2219.361984
3050.0999 105.060895 2219.361984
3050.2000 105.036609 2219.530376
3050.2998 100.917775 2239.831301
3050.3999 95.680394 2267.010964
3050.5000 90.386458 2296.214874
3050.5999 85.880976 2322.583407
3050.7000 82.469943 2343.540353
3050.7998 80.045375 2358.959931
3050.8999 78.303261 2370.279597
3051.0000 77.047549 2378.518356
3051.0999 76.656320 2380.918286
3051.2000 76.611539 2380.918286
3051.2998 76.561238 2380.918286
3051.3999 77.529390 2373.970033
3051.5000 78.685903 2365.835694
3051.5999 79.673926 2358.901202
3051.7000 80.269398 2354.562557
3051.7998 80.196322 2354.562557
3051.8999 80.136678 2354.562557
3052.0000 79.611629 2357.611028
3052.0999 78.603540 2363.879801
3052.2000 77.200357 2372.906930
3052.2998 75.478097 2384.327549
3052.3999 73.557740 2397.455608
3052.5000 71.561231 2411.535770
3052.5999 69.602664 2425.784154
3052.7000 67.867003 2438.772911
3052.7998 66.652255 2448.039308
3052.8999 66.632410 2448.039308
3053.0000 66.616443 2448.039308
3053.0999 68.094397 2436.473945
3053.2000 70.380258 2419.188248
3053.2998 73.127022 2399.242057
3053.3999 75.895689 2379.969140
3053.5000 78.216263 2364.420826
3053.5999 79.757740 2354.400955
3053.7000 79.769122 2354.400955
3053.7998 79.784398 2354.400955
3053.8999 79.377577 2357.162249
3054.0000 79.003693 2359.750210
3054.0999 79.030691 2359.750210
3054.2000 79.061595 2359.750210
3054.2998 81.458383 2344.558213
3054.3999 85.591074 2319.340336
3054.5000 91.355731 2286.247075
3054.5999 98.303251 2249.282436
3054.7000 105.691677 2213.047973
3054.7998 112.606977 2181.657059
3054.8999 118.331180 2157.333313
3055.0000 122.397378 2140.934645
3055.0999 124.783420 2131.712295
3055.2000 124.983368 2131.201373
3055.2998 125.057180 2131.201373
3055.3999 125.120440 2131.201373
3055.5000 123.514565 2137.739970
3055.5999 120.772997 2148.998449
3055.7000 116.678822 2166.279626
3055.7998 111.264023 2190.177255
3055.8999 104.782619 2220.561360
3056.0000 97.814667 2255.700609
3056.0999 91.087071 2292.438066
3056.2000 85.314868 2326.512521
3056.2998 81.022045 2353.626040
3056.3999 78.344617 2371.437315
3056.5000 77.102628 2380.037361
3056.5999 76.874004 2381.793996
3056.7000 76.875774 2381.965221
3056.7998 76.865926 2382.205040
3056.8999 76.664473 2383.749620
3057.0000 76.686449 2383.749620
3057.0999 76.706796 2383.749620
3057.2000 77.064538 2381.424359
3057.2998 78.704666 2370.446722
3057.3999 81.181189 2354.271714
3057.5000 84.058129 2336.128384
3057.5999 86.726448 2319.904289
3057.7000 88.558161 2309.099545
3057.7998 88.567265 2309.099545
3057.8999 88.574764 2309.099545
3058.0000 87.001668 2318.453798
3058.0999 85.085959 2330.088363
3058.2000 83.377644 2340.707072
3058.2998 82.142724 2348.530595
3058.3999 81.377199 2353.438959
3058.5000 80.882066 2356.629474
3058.5999 80.329329 2360.208001
3058.7000 79.456985 2365.915158
3058.7998 78.210666 2374.212593
3058.8999 76.782485 2384.072899
3059.0000 75.432432 2393.628716
3059.0999 74.398970 2401.106476
3059.2000 74.421123 2401.106476
3059.2998 74.441882 2401.106476
3059.3999 74.630258 2399.903026
3059.5000 75.807278 2391.730174
3059.5999 77.205894 2382.163920
3059.7000 78.604127 2372.779248
3059.7998 79.822969 2364.751024
3059.8999 80.758427 2358.692450
3060.0000 81.363519 2354.834172
3060.0999 81.663215 2352.961919
3060.2000 81.671526 2352.961919
3060.2998 81.678451 2352.961919
3060.3999 81.477992 2354.291098
3060.5000 81.200156 2356.116759
3060.5999 80.880931 2358.210064
3060.7000 80.559321 2360.319246
3060.7998 80.559329 2360.319246
3060.8999 80.557952 2360.319246
3061.0000 80.862188 2358.314322
3061.0999 82.113043 2350.205866
3061.2000 83.947512 2338.565188
3061.2998 85.950602 2326.171655
3061.3999 87.637309 2315.970947
3061.5000 88.639617 2309.985956
3061.5999 88.628551 2309.985956
3061.7000 88.616099 2309.985956
3061.7998 88.073272 2313.104814
3061.8999 87.649061 2315.530677
3062.0000 87.632442 2315.530677
3062.0999 87.614454 2315.530677
3062.2000 87.595082 2315.530677
3062.2998 87.574337 2315.530677
3062.3999 86.957209 2319.082586
3062.5000 85.442641 2328.098395
3062.5999 83.306696 2341.039881
3062.7000 80.992216 2355.468551
